Path;Full path;SID;Time;Date;%-T;Count;Count/mL;FSC-H Min;FSC-H Max;FSC-H SD;FSC-H rSD;FSC-H Mean;FSC-H Median;SSC-H Min;SSC-H Max;SSC-H SD;SSC-H rSD;SSC-H Mean;SSC-H Median;B2-H Min;B2-H Max;B2-H SD;B2-H rSD;B2-H Mean;B2-H Median;B3-H Min;B3-H Max;B3-H SD;B3-H rSD;B3-H Mean;B3-H Median
Tele_tot\Tele_PE;Tele200_1VP2022-11-18.0001\Tele_tot\Tele_PE;Tele200_1;10:34;2022-Nov-18;81,08;95540;955400,09;37,4;425,38;48,76;48,93;169,68;167,52;3,34;70,72;7,17;6,87;17,42;16,15;1,7;689,63;10,59;2,44;9,12;7,98;8,18;198,07;6,79;6,6;26,6;25,32
Tele_tot\Tele_PE;Tele200_1VP2022-11-17.0001\Tele_tot\Tele_PE;Tele200_1;10:40;2022-Nov-17;68,69;52544;350293,33;36,63;396,71;47,4;47,64;153,78;150,74;3,55;65,84;7,35;7,08;16,72;15,39;1,69;850,8;34,48;4,92;18,34;13,25;9,92;150,06;9,87;8,97;31,94;30,22
Tele_tot\Tele_PE;Tele200_1VP2022-11-16.0001\Tele_tot\Tele_PE;Tele200_1;11:20;2022-Nov-16;63,18;30668;204340,26;37,72;367,43;45,76;47,64;138,69;135,08;3,38;59,21;6,77;6,47;15,38;13,99;1,64;1065,34;57,68;6,72;30,27;22,61;10,73;178,02;11,83;10,52;43,77;41,56
Tele_tot\Tele_PE;Tele20_3VP2022-11-18.0001\Tele_tot\Tele_PE;Tele20_3;10:45;2022-Nov-18;78,13;32121;321210,02;36,9;362,46;43,4;43,62;134,13;129,43;3,32;62,16;6,6;6,12;13,71;12,34;1,74;977,03;47,31;6,51;25,48;20,31;12,44;175,15;11,72;10,41;40,51;38,3
Tele_tot\Tele_PE;Tele20_3VP2022-11-17.0001\Tele_tot\Tele_PE;Tele20_3;10:55;2022-Nov-17;67,7;33455;223033,34;37,57;369,48;43,92;43,68;138,02;133,72;3,3;60,8;6,77;6,34;14,06;12,59;1,74;1292,68;55,83;5,11;24,63;17,32;10,89;252,19;11,2;8,95;37,6;35,93
Tele_tot\Tele_PE;Tele20_3VP2022-11-16.0001\Tele_tot\Tele_PE;Tele20_3;11:09;2022-Nov-16;62,48;31647;210863,31;37,08;418,78;45,72;47,23;140,16;136,24;3,37;54,3;6,67;6,37;15,1;13,72;1,73;1423,56;53,53;6,83;29,91;23,23;13,11;260,5;11,65;10,51;43,91;41,74
Tele_tot\Tele_PE;Tele20_2VP2022-11-18.0001\Tele_tot\Tele_PE;Tele20_2;10:36;2022-Nov-18;80,24;31028;310410,37;38,26;409,56;43,77;43,17;134,1;129,17;3,29;64,4;6,55;6,01;13,52;12,08;1,59;1284,27;43,36;6,67;25,23;20,09;13,55;269,02;11,94;10,49;39,98;37,31
Tele_tot\Tele_PE;Tele20_2VP2022-11-17.0001\Tele_tot\Tele_PE;Tele20_2;10:44;2022-Nov-17;70,46;36592;243946,67;38,04;405,98;46;45,96;140,43;135,06;3,33;66,57;6,86;6,37;14,06;12,57;1,53;1012,14;51,57;5,48;24,89;18,47;13,81;184,26;11,24;9,28;38,92;37,31
Tele_tot\Tele_PE;Tele20_2VP2022-11-16.0001\Tele_tot\Tele_PE;Tele20_2;11:27;2022-Nov-16;65,43;30009;200060;37,35;370,79;44,87;46,64;137,32;133,37;3,33;60,91;6,68;6,35;15,39;14,04;1,75;1079,84;55,76;6,56;29,34;22,01;9,3;219,05;11,74;10,41;43,61;41,43
Tele_tot\Tele_PE;Tele20_1VP2022-11-18.0002\Tele_tot\Tele_PE;Tele20_1;10:28;2022-Nov-18;86,48;37439;374783,51;36,81;412,98;44,01;43,51;143,51;138,95;3,15;63,55;5,96;5,46;13,13;11,87;1,61;979,93;48,83;7,65;30,05;23,62;11,94;219,47;12,08;10,53;40,6;38,2
Tele_tot\Tele_PE;Tele20_1VP2022-11-17.0001\Tele_tot\Tele_PE;Tele20_1;10:32;2022-Nov-17;68,83;39878;265892,33;37,64;405,77;44,34;44,46;139,16;134,03;3,41;61,97;6,64;6,13;13,71;12,31;1,68;904,46;45,71;5,66;25,02;19,07;11,13;179,31;10,82;8,99;37,54;35,99
Tele_tot\Tele_PE;Tele20_1VP2022-11-16.0001\Tele_tot\Tele_PE;Tele20_1;11:05;2022-Nov-16;64,65;32622;217480;36,55;387,41;45,75;47,49;140,43;136,98;3,5;71,36;6,65;6,26;14,95;13,58;1,87;1017,35;50,03;6,99;29,82;23,33;12,26;185,53;11,46;10,6;44,07;41,89
