Path;Full path;SID;Time;Date;%-T;Count;Count/mL;FSC-H Min;FSC-H Max;FSC-H SD;FSC-H rSD;FSC-H Mean;FSC-H Median;SSC-H Min;SSC-H Max;SSC-H SD;SSC-H rSD;SSC-H Mean;SSC-H Median;B2-H Min;B2-H Max;B2-H SD;B2-H rSD;B2-H Mean;B2-H Median;B3-H Min;B3-H Max;B3-H SD;B3-H rSD;B3-H Mean;B3-H Median
Meso_PE;Meso200_3BC2022-11-28.0001\Meso_PE;Meso200_3;12:55;2022-Nov-28;42,93;2968;19969,59;13,53;124,27;14,36;12,74;50,61;51,17;0,74;100,04;14,58;13,29;33,06;33,54;2,35;83,94;6,24;2,21;7,52;6,13;4,38;147,66;20,78;16,61;57,73;59,18
Meso_PE;Meso200_2VP2022-11-27.0001\Meso_PE;Meso200_2;10:34;2022-Nov-27;64,14;2073;13922,47;13,48;107,5;18,29;20,3;43,43;44,29;0,53;69,95;15,24;17,14;21,14;23,04;2,55;153,79;12,43;8,87;13,63;8,58;4,06;124,29;27,36;31,2;46,5;52,07
Meso_PE;Meso200_2VP2022-11-25.0001\Meso_PE;Meso200_2;11:30;2022-Nov-25;50,3;3921;26271,36;13,52;183,6;16,05;14,84;51,35;52,58;0,48;105,27;16,71;15,07;34,37;35,34;2,34;117,73;9,48;3,28;10,6;8,35;4,05;136,43;24,08;21,14;61,29;63,47
Meso_PE;Meso200_2BC2022-11-28.0001\Meso_PE;Meso200_2;12:53;2022-Nov-28;30,47;2921;19503,11;13,64;126,24;14,53;13,36;50,14;50,67;0,46;86,09;14,9;13,75;32,48;33,06;2,38;93,28;5,97;2,16;7,52;6,09;3,76;129,27;20,81;16,78;56,68;58,28
Meso_PE;Meso200_1VP2022-11-27.0001\Meso_PE;Meso200_1;10:32;2022-Nov-27;69,63;2329;15725,33;13,5;128,3;17,86;19,73;41,99;42,85;0,39;96,33;16,38;17,93;21,75;23,23;2,32;132,36;12,85;8,86;14,06;8,81;3,9;130,73;26,7;29,36;43,03;47,53
Meso_PE;Meso200_1VP2022-11-25.0001\Meso_PE;Meso200_1;11:27;2022-Nov-25;53,35;4472;29892,05;13,57;160,2;17,11;16,83;51,1;52,51;0,41;108,95;17,3;18,03;33,17;34,87;2,32;134,64;10,22;4,06;11,32;8,76;3,63;129,1;23,76;23,64;56,12;58,91
Meso_PE;Meso200_1BC2022-11-28.0001\Meso_PE;Meso200_1;12:51;2022-Nov-28;44,49;2897;19394,01;13,53;136,42;15,59;14,74;48,63;49,34;0,37;128,48;15,54;15,37;31,41;32,35;2,29;126,42;6,59;2,4;7,51;5,75;3,12;134,07;21,54;18,22;52,84;55,07
Meso_PE;Meso20_3VP2022-11-27.0001\Meso_PE;Meso20_3;10:24;2022-Nov-27;70,31;1125;7609,89;13,52;119,64;17,6;19,58;45,74;48,46;0,21;47,93;11,83;13,68;16,29;17,79;4;179,7;18,37;13,06;22,52;15,54;6,87;133,3;31,42;37,54;62,06;69,39
Meso_PE;Meso20_3VP2022-11-25.0001\Meso_PE;Meso20_3;11:19;2022-Nov-25;43,58;370;2553,56;13,52;106,04;16,06;17,3;46;48,78;0,42;43,44;10,07;11,96;15,93;17,2;4,91;135,69;16,41;7,75;19,89;14,83;7,51;121,27;30,12;36,62;66,03;74,91
Meso_PE;Meso20_3BC2022-11-28.0001\Meso_PE;Meso20_3;12:43;2022-Nov-28;70,41;966;6691,88;14,45;97,8;13,87;11,96;51;51,59;0,39;46,82;9,11;8,69;20,5;21,21;4,2;163,68;14,36;4,03;17,26;13,84;6,68;129,75;23,81;20,34;75,44;78,39
Meso_PE;Meso20_2VP2022-11-27.0001\Meso_PE;Meso20_2;10:22;2022-Nov-27;65,12;1109;7516,55;13,68;98,02;16,67;18,56;43,86;45,64;0,42;43,67;10,93;12,32;14,97;16,09;3,84;161,02;21,11;15,76;26,39;17,24;5,72;135,28;31,63;36,99;63,54;70,38
Meso_PE;Meso20_2VP2022-11-25.0001\Meso_PE;Meso20_2;11:17;2022-Nov-25;66,33;1042;7057,42;13,76;130,57;15,85;16,48;43,38;44,5;0,29;49,23;10,58;11,98;15,06;15,98;2,35;167,94;24,65;17,68;26,42;16,2;6,86;139,93;32,77;37,93;69,76;78,28
Meso_PE;Meso20_2BC2022-11-28.0001\Meso_PE;Meso20_2;12:41;2022-Nov-28;70,48;1022;7028,06;13,86;92,24;14,17;13,7;48,62;49,67;0,13;50,72;9,67;10,63;18,56;19,51;4,66;164,45;17,01;5,34;20,06;15,37;5,72;137,92;27,03;28,13;72,64;77,28
Meso_PE;Meso20_1VP2022-11-27.0001\Meso_PE;Meso20_1;10:19;2022-Nov-27;59,41;849;5801,8;13,59;137,13;16,26;17,32;38,64;37,89;0,44;43,7;10,42;10,65;11,27;9,7;2,76;167,74;24,47;20,26;31,39;20,18;4,23;133,57;32,17;36;54,82;59,77
Meso_PE;Meso20_1VP2022-11-25.0001\Meso_PE;Meso20_1;11:15;2022-Nov-25;58,93;739;5248,1;13,66;108,25;16,67;17,62;44,47;45,84;0,43;50,12;10,66;12,59;15,41;16,28;3,06;189,48;20,04;11,14;23,55;16,62;5,84;136,28;32,67;39,08;67,59;75,65
Meso_PE;Meso20_1BC2022-11-28.0001\Meso_PE;Meso20_1;12:38;2022-Nov-28;63,09;723;4991,27;13,52;132,05;16,44;17,19;46;47,99;0,39;43,72;10,06;11,73;14,87;15,68;4,04;169,8;21,14;11,71;22,98;15,17;7,31;132,19;29,87;35,75;64,97;72,66
