Path;Full path;SID;Time;Date;%-T;Count;Count/mL;FSC-H Min;FSC-H Max;FSC-H SD;FSC-H rSD;FSC-H Mean;FSC-H Median;SSC-H Min;SSC-H Max;SSC-H SD;SSC-H rSD;SSC-H Mean;SSC-H Median;B2-H Min;B2-H Max;B2-H SD;B2-H rSD;B2-H Mean;B2-H Median;B3-H Min;B3-H Max;B3-H SD;B3-H rSD;B3-H Mean;B3-H Median
Tele_tot\Tele_PE;Tele200_2_surnBC2022-11-28.0001\Tele_tot\Tele_PE;Tele200_2_surn;12:59;2022-Nov-28;91,52;8365;83842;39,69;384,91;54,97;55,96;162,34;159,02;3,57;62,07;8,06;7,74;18,29;16,7;2,08;376,39;31,65;2,2;13,07;5,77;8,3;111,71;7,48;6,61;24,65;23,19
Tele_tot\Tele_PE;Tele200_1VP2022-11-27.0001\Tele_tot\Tele_PE;Tele200_1;09:56;2022-Nov-27;95,85;126413;1264130;36,47;421,51;49,63;50,74;165,73;161,24;3,26;73,2;6,24;5,98;14,63;13,45;1,62;554,46;6,39;2,17;7,18;6,62;8,15;121,4;5,71;5,95;21,83;21,02
Tele_tot\Tele_PE;Tele200_1BC2022-11-28.0001\Tele_tot\Tele_PE;Tele200_1;10:54;2022-Nov-28;88,28;61912;619120;38;426,17;47,05;46,49;166,86;163,32;4,14;69,9;7,36;7,03;18,96;17,69;1,78;788,18;13,99;2,15;8,01;6,46;8,52;189,27;6,56;6,27;23,33;21,96
Tele_tot\Tele_PE;Tele20_3VP2022-11-27.0001\Tele_tot\Tele_PE;Tele20_3;10:07;2022-Nov-27;91,39;43259;432590;36,58;421,2;47,57;46,49;131,39;124,24;3,14;69;7,13;6,38;13,89;12,21;1,96;1939,24;52,57;7,76;30,52;24,95;11,47;375,24;16,28;11,35;43,87;40,63
Tele_tot\Tele_PE;Tele20_3BC2022-11-28.0001\Tele_tot\Tele_PE;Tele20_3;11:05;2022-Nov-28;90,04;61649;616490,05;36,78;410,58;47,17;46,99;133,07;127,24;3,22;70,2;7,19;6,55;14,41;12,82;1,57;1860,13;39,73;7,72;29,68;26,05;9,24;367,94;15,51;11,65;45,17;42,08
Tele_tot\Tele_PE;Tele20_2VP2022-11-27.0001\Tele_tot\Tele_PE;Tele20_2;09:59;2022-Nov-27;93,07;59571;595710,02;36,72;421,2;46,26;44,99;129,79;122,84;3,17;70,58;6,9;6,19;13,55;11,96;1,73;1936,5;43,68;7,35;28,6;24,21;10,27;372,52;15,03;10,71;42,14;38,84
Tele_tot\Tele_PE;Tele20_2BC2022-11-28.0001\Tele_tot\Tele_PE;Tele20_2;10:56;2022-Nov-28;90,62;76756;767560,06;36,5;410,73;47,01;47,12;134,82;129,4;3,34;71,86;7,05;6,47;14,45;12,96;1,66;1868,45;31,85;7,35;28,74;25,99;9,09;349,03;14,48;10,94;44,54;42,02
Tele_tot\Tele_PE;Tele20_2_surnBC2022-11-28.0002\Tele_tot\Tele_PE;Tele20_2_surn;12:36;2022-Nov-28;93,5;9955;99966,86;37,49;394,3;47,83;48,54;136,81;132,39;3,17;70,8;6,45;5,8;12,57;10,93;1,67;1789,36;69,02;8,78;38,56;29,03;16,94;333,18;15,55;10,83;45,74;43,36
Tele_tot\Tele_PE;Tele20_2_surnBC2022-11-28.0001\Tele_tot\Tele_PE;Tele20_2_surn;12:34;2022-Nov-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tele_tot\Tele_PE;Tele20_1VP2022-11-27.0001\Tele_tot\Tele_PE;Tele20_1;09:51;2022-Nov-27;91,29;61290;612900,02;37,34;421,32;47,1;45,83;131,56;124,15;3,22;71,93;6,89;6,14;13,33;11,69;1,82;1905,91;45,32;7,84;30,31;25,36;9,04;383,59;15,83;11,23;43,43;39,83
Tele_tot\Tele_PE;Tele20_1BC2022-11-28.0001\Tele_tot\Tele_PE;Tele20_1;10:48;2022-Nov-28;87,93;79027;790270,08;36,98;407,94;47,07;47,11;133,65;128,18;3,14;70,99;7,03;6,41;14,12;12,58;1,6;1939,37;35,53;7,87;30,62;27,52;9,14;372,12;15,22;11,27;45,68;43,01
