"Tele20_1";"Tele20_2";"Tele20_3";"Tele80_1";"Tele80_2";"Tele80_3";"Tele200_1";"Tele200_2";"Tele200_3";"Meso20_1";"Meso20_2";"Meso20_3";"Meso80_1";"Meso80_2";"Meso80_3";"Meso200_1";"Meso200_2";"Meso200_3";"Wavel."
-0,00173284158415842;-0,00440650495049505;-0,00424570297029703;0,00129319801980198;-0,00134462376237624;0,000342960396039604;-0,00331577227722772;-0,000829742574257426;-0,0021389801980198;-0,00265673762376238;-0,00097250495049505;3,40891089108909e-05;-0,00156971287128713;-0,000108821782178218;-0,00267066336633663;-0,00209837623762376;-0,00206852475247525;-0,00099920792079208;850
-0,000996270155586987;-0,000952933521923621;-0,000913131541725601;-0,00161523055162659;0,00123594766619519;-0,000723468175388967;-0,00211520084865629;-0,002280171145686;-0,000900408769448373;-0,00166816619519095;0,00138806647807638;-0,00088933946251768;-0,0048441414427157;0,00145474964639321;0,0014879080622348;-0,00135480480905233;0,00129604667609618;-0,00392163649222065;849
0,0026794441301273;-0,00272121923620934;-0,000270417256011315;0,000894483734087695;0,00186966195190948;0,00414124611032532;0,00231751343705799;-0,000995456859971711;0,00134930551626591;0,00200754809052334;-0,00198221923620933;-0,000488625176803394;-0,00135342715700141;-0,0022425360678925;0,000115622347949081;0,00208590947666195;0,00175376096181047;-0,000173922206506365;848
-0,0028085558698727;-0,00186321923620934;-0,00366041725601132;-0,000652516265912306;-0,00134433804809052;-0,000435753889674682;-0,00198448656294201;0,000366543140028288;0,00551930551626591;-0,00318995190947666;0,00119978076379066;-0,000715625176803395;0,000986572842998586;0,0016064639321075;0,00339162234794908;-0,00207309052333805;-0,00358423903818953;-0,00340692220650637;847
-0,00184869872701556;-0,000383362093352193;-0,00135556011315417;0,000425340876944837;0,00176351909476662;-0,000783896746817539;-0,000299629420084866;-0,00191159971711457;0,000431162659123055;0,000204405233380481;0,000632637906647808;0,00111423196605375;-0,00368957001414427;-0,00253667892503536;-0,00462752050919378;0,000668766619519095;0,00047461810466761;0,00100193493635078;846
-0,00372369872701556;-0,000666362093352192;-0,00315156011315417;-0,00117865912305516;-0,00093948090523338;0,00144110325318246;-0,00193862942008487;0,000181400282885431;-0,00111483734087694;-0,00229159476661952;-0,00554136209335219;0,000303231966053748;-0,00201257001414427;-0,00311067892503536;-0,00289152050919378;-0,00101623338048091;-0,00064038189533239;-0,00154106506364922;845
-0,00152184158415842;0,000113495049504951;0,00016429702970297;-0,00196380198019802;0,00136137623762376;-0,0018900396039604;0,000371227722772277;0,000584257425742574;-0,000430980198019802;-5,73762376237597e-06;0,000928495049504951;0,00216108910891089;-0,00137171287128713;0,00165217821782178;-0,000313663366336634;0,00169762376237624;0,000827475247524752;0,000157792079207921;844
0,00356030127298444;0,00163063790664781;-0,00205556011315417;0,000512340876944837;-0,00043048090523338;0,000205103253182461;-0,00104962942008487;-0,00183859971711457;-0,00124483734087694;0,00071190523338048;-0,000385362093352193;-0,000780768033946252;0,000939429985855729;-0,00187167892503536;9,4479490806224e-05;-0,00368023338048091;-0,00040438189533239;-0,000241065063649223;843
0,000720444130127298;-0,00159821923620933;-0,00375141725601131;0,000370483734087695;0,00119366195190948;-0,00173775388967468;0,000953513437057991;0,00174054314002829;-0,000278694483734088;-0,000314951909476662;-0,000563219236209335;0,000943374823196605;-0,000238427157001415;0,000682463932107497;0,00219762234794908;-0,000113090523338048;-0,000113239038189533;-0,00367892220650636;842
-0,000848555869872701;0,000247780763790665;0,00117958274398869;0,000607483734087695;0,00105366195190948;-0,00207275388967468;0,000686513437057992;0,000154543140028289;0,00105630551626591;7,40480905233382e-05;0,000142780763790665;-0,00247762517680339;-0,00239042715700141;-0,000389536067892503;-0,00156337765205092;0,00200890947666195;0,00146276096181047;-0,00158892220650636;841
