B7;B8;B9;B10;B11;B12;C4;C5;C6;C7;C8;C9;F7;F8;F9;Wavel.
0,048799999;0,045200001;0,050900001;0,0436;0,0416;0,041700002;0,051899999;0,0537;0,047899999;0,050000001;0,048900001;0,048099998;0,054499999;0,048700001;0,046100002;704
0,048900001;0,045299999;0,050700001;0,0436;0,0418;0,0416;0,051800001;0,054000001;0,047899999;0,049899999;0,048900001;0,0482;0,0546;0,048799999;0,0462;706
0,048999999;0,045299999;0,050700001;0,0436;0,0418;0,041700002;0,052000001;0,054200001;0,048;0,049899999;0,048900001;0,0482;0,054699998;0,048799999;0,046300001;708
0,0491;0,045499999;0,050799999;0,043699998;0,041999999;0,0418;0,052200001;0,054299999;0,048099998;0,050000001;0,048900001;0,0484;0,0548;0,048999999;0,046500001;710
0,049199998;0,045600001;0,050799999;0,0438;0,042100001;0,041900001;0,0524;0,054400001;0,048300002;0,050099999;0,0491;0,048500001;0,054900002;0,0491;0,046599999;712
0,049400002;0,045699999;0,050799999;0,0438;0,042199999;0,041999999;0,052499998;0,0546;0,048300002;0,050099999;0,0491;0,048500001;0,054900002;0,0491;0,046700001;714
0,049600001;0,045899998;0,050999999;0,044;0,042399999;0,042199999;0,0528;0,0548;0,048500001;0,0502;0,049400002;0,048799999;0,055;0,049400002;0,046999998;716
0,049699999;0,046;0,051199999;0,044100001;0,0425;0,042300001;0,052900001;0,054900002;0,048599999;0,050299998;0,0495;0,048999999;0,055100001;0,0495;0,047200002;718
0,049899999;0,046300001;0,051399998;0,044300001;0,042800002;0,0425;0,053199999;0,055100001;0,048799999;0,0504;0,049600001;0,049199998;0,055199999;0,049699999;0,047400001;720
0,050000001;0,046399999;0,051399998;0,044300001;0,042800002;0,042599998;0,053199999;0,055199999;0,048900001;0,050500002;0,049699999;0,049199998;0,055300001;0,049800001;0,047499999;722
0,050299998;0,046799999;0,051600002;0,044599999;0,043200001;0,0429;0,053599998;0,0557;0,049199998;0,0506;0,049899999;0,049600001;0,055599999;0,050099999;0,047899999;724
0,050500002;0,0469;0,051800001;0,044799998;0,043499999;0,043099999;0,053800002;0,0559;0,049400002;0,050700001;0,050099999;0,049699999;0,0557;0,0502;0,048;726
0,050999999;0,047400001;0,052099999;0,045200001;0,0438;0,043499999;0,054099999;0,056299999;0,049800001;0,050999999;0,0504;0,050099999;0,0561;0,0506;0,0484;728
0,051199999;0,047600001;0,052299999;0,045499999;0,044199999;0,043699998;0,054499999;0,056600001;0,050000001;0,051199999;0,0506;0,0504;0,056200001;0,050799999;0,048599999;730
0,051600002;0,048;0,052700002;0,0458;0,044500001;0,044100001;0,054900002;0,0568;0,0504;0,0515;0,050900001;0,050799999;0,056499999;0,051100001;0,048999999;732
0,052200001;0,048599999;0,053199999;0,046399999;0,0451;0,044599999;0,055500001;0,057300001;0,050900001;0,052000001;0,051399998;0,051199999;0,0568;0,0515;0,0495;734
0,0524;0,048900001;0,053399999;0,046599999;0,045400001;0,0449;0,0557;0,057500001;0,051199999;0,052099999;0,051600002;0,051399998;0,057;0,0517;0,049699999;736
0,0528;0,0491;0,053599998;0,0469;0,045699999;0,0451;0,056000002;0,057799999;0,051399998;0,052299999;0,051800001;0,051600002;0,0572;0,051899999;0,049899999;738
0,052900001;0,049199998;0,0537;0,046999998;0,0458;0,045200001;0,0561;0,0579;0,0515;0,052299999;0,051899999;0,0517;0,057300001;0,052000001;0,050099999;740
0,052999999;0,0493;0,0537;0,046999998;0,045899998;0,045299999;0,056200001;0,0579;0,0515;0,052299999;0,051800001;0,0517;0,057300001;0,052000001;0,050099999;742
0,052999999;0,049400002;0,0537;0,0471;0,045899998;0,045299999;0,056299999;0,0579;0,051600002;0,052299999;0,051800001;0,0517;0,057300001;0,052099999;0,0502;744
0,052999999;0,049400002;0,053599998;0,0471;0,045899998;0,045200001;0,056200001;0,0579;0,051600002;0,052200001;0,0517;0,051600002;0,057300001;0,052000001;0,0502;746
0,052999999;0,049400002;0,0535;0,0471;0,045899998;0,045200001;0,056200001;0,0579;0,051600002;0,052099999;0,051600002;0,051600002;0,057300001;0,052000001;0,0502;748
0,052999999;0,0493;0,053399999;0,0471;0,045899998;0,045200001;0,0561;0,0579;0,0515;0,052000001;0,0515;0,0515;0,0572;0,052000001;0,0502;750
