"Tele20_1";"Tele20_2";"Tele20_3";"Tele80_1";"Tele80_2";"Tele80_3";"Tele200_1";"Tele200_2";"Tele200_3";"Meso20_1";"Meso20_2";"Meso20_3";"Meso80_1";"Meso80_2";"Meso80_3";"Meso200_1";"Meso200_2";"Meso200_3";"Wavel."
-0,000298425742574257;-0,00435462376237623;-0,00526580198019802;-0,00347466336633663;-0,00166476237623762;-0,00190409900990099;-0,00673528712871287;-0,00550081188118811;-0,00737946534653465;0,000775108910891088;-0,00380349504950495;-0,0039339405940594;-0,00118953465346534;-0,00274177227722772;0,00219985148514851;0,000755207920792075;0,00288884158415841;0,00393677227722772;850
0,00176407425742574;0,00278387623762377;0,00128769801980198;-0,000647996699669961;-0,000331095709570956;0,00185156765676569;-0,00108528712871288;-0,00257781188118812;-0,00260246534653466;-0,00279489108910891;0,000101504950495046;0,000377059405940593;0,00126346534653465;-0,00109377227722772;-5,71485148514808e-05;0,00644320792079207;0,00170184158415842;-0,000487227722772279;849
-0,00156892574257426;-0,000630123762376242;-0,00122530198019802;-0,0010023300330033;2,57095709571322e-06;-0,00185676567656765;-0,00187628712871287;0,000291188118811889;0,00202653465346535;-0,00234189108910891;-0,00241849504950495;-0,00369394059405941;6,14653465346518e-05;-0,000761772277227728;0,00319985148514852;0,000642207920792073;0,00299584158415842;0,00035877227722772;848
0,000631074257425746;0,00237687623762376;0,000319698019801983;0,00313733663366337;-5,27623762376223e-05;-0,00202809900990099;0,000140712871287134;-0,00212681188118811;-0,00233546534653465;0,00109310891089109;-0,000205495049504956;-0,00320594059405941;0,00393846534653466;0,00031422772277228;-0,000732148514851483;-0,00632179207920793;-0,00509415841584159;-0,00379122772277228;847
-0,00013142574257426;0,00194237623762376;3,01980198019781e-05;-0,00141799669966996;0,000260904290429046;-0,00114843234323432;0,00782171287128714;0,00971918811881189;0,00893053465346536;-0,00393689108910891;0,000730504950495044;0,000321059405940592;-0,00120053465346535;-0,000203772277227725;0,000819851485148515;-0,00513079207920793;-0,00575815841584159;-0,00609122772277228;846
0,00120307425742574;-8,12376237624077e-06;0,000286698019801978;0,000742336633663366;-0,00167076237623763;-0,000230099009900983;0,00367771287128713;0,00186818811881189;0,00039853465346535;0,00158510891089109;-0,00238849504950495;-0,000684940594059408;0,00489246534653465;0,00113722772277228;0,00391285148514851;0,000549207920792077;0,00210784158415842;0,00199177227722772;845
0,000801574257425747;2,23762376237654e-05;0,00290119801980198;0,000853336633663368;0,000242237623762374;0,00252590099009901;0,00253271287128713;0,00233818811881189;0,00115153465346535;0,00256510891089109;0,000587504950495046;0,0026220594059406;0,000416465346534653;0,00376822772277228;-0,00316114851485148;0,00224920792079207;-0,00239015841584159;-0,00139422772277228;844
0,000471574257425743;0,000368376237623765;6,71980198019839e-05;0,00373800330033004;0,000568904290429044;-0,000158432343234316;-0,00438828712871288;-0,00115981188118812;-0,00282346534653466;-0,000176891089108906;-0,000551495049504955;0,00201605940594059;-0,00141153465346534;0,000184227722772282;0,00375485148514852;0,00241120792079208;0,00329084158415842;0,00101377227722772;843
0,000163074257425743;0,000737876237623763;-0,00221130198019802;-0,00189799669966996;0,000863904290429045;-0,00403243234323432;-0,00198028712871287;-0,00393681188118811;-0,00231346534653466;0,000136108910891088;0,00114650495049504;-0,00213694059405941;0,00139546534653465;0,000937227722772278;-0,000631148514851486;0,000449207920792075;-0,00113015841584158;-0,000303227722772283;842
-0,000146425742574258;-0,00104362376237624;-0,00208580198019802;-0,00127099669966996;-0,000786095709570958;0,00263656765676568;-0,00112928712871287;0,000178188118811894;0,00349553465346535;0,00379710891089109;0,000248504950495047;0,00461605940594059;-0,000821534653465343;-0,000245772277227725;0,00172685148514851;0,000238207920792072;-0,00052715841584159;-0,00117722772277228;841
